School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
110080,2019,Patterson Joint Unified,Apricot Valley Elementary,Elementary Schools (Public),Traditional,0,69
0136895,2022,Los Banos Unified,Transitional Kindergarten Center,Elementary Schools (Public),Traditional,0,69
6108328,2022,Kingsburg Elementary Charter,Rafer Johnson Junior High,Intermediate/Middle Schools (Public),Traditional,0,68.99563319
0106575,2021,Delano Union Elementary,Harvest Elementary,Elementary Schools (Public),Traditional,0,68.99224806
6015358,2023,Long Beach Unified,Harte Elementary,Elementary Schools (Public),Traditional,0,68.99128269
0106351,2021,Los Angeles Unified,Ivy Academia,K-12 Schools (Public),Traditional,0,68.98839138
6052708,2022,Modesto City Elementary,John Fremont Elementary,Elementary Schools (Public),Traditional,0,68.98839138
4331955,2023,Campbell Union High,Del Mar High,High Schools (Public),Traditional,0,68.98685228
6013312,2021,El Rancho Unified,Durfee Elementary,Elementary Schools (Public),Traditional,0,68.98395722
6036479,2021,Redlands Unified,Crafton Elementary,Elementary Schools (Public),Traditional,0,68.97590361
6041891,2022,Lincoln Unified,Colonial Heights,Elementary Schools (Public),Traditional,0,68.97196262
0100503,2022,Menifee Union Elementary,Freedom Crest Elementary,Elementary Schools (Public),Traditional,0,68.97106109
3731551,2023,San Diego Unified,Creative Performing and Media Arts,Intermediate/Middle Schools (Public),Traditional,0,68.96551724
0114157,2022,Jurupa Unified,Patriot High,High Schools (Public),Traditional,0,68.96144768
0119321,2022,Corona-Norco Unified,Louis VanderMolen Fundamental Elementary,Elementary Schools (Public),Traditional,0,68.95734597
6024491,2021,Novato Unified,Hamilton Meadow Park,Elementary Schools (Public),Traditional,0,68.95306859
6028518,2022,Garden Grove Unified,John Marshall Elementary,Elementary Schools (Public),Traditional,0,68.94586895
0830059,2023,Del Norte County Office of Education,Castle Rock,K-12 Schools (Public),Traditional,1,68.94586895
6040133,2023,San Diego Unified,Sequoia Elementary,Elementary Schools (Public),Traditional,0,68.94409938
0114421,2022,San Lorenzo Unified,KIPP King Collegiate High,High Schools (Public),Traditional,0,68.93939394
0101667,2022,Inglewood Unified,Wilder's Preparatory Academy Charter,Elementary Schools (Public),Traditional,0,68.93939394
6007827,2023,Eureka City Schools,Washington Elementary,Elementary Schools (Public),Traditional,0,68.93787575
0140780,2022,Riverside County Office of Education,Audeo Valley Charter,K-12 Schools (Public),Traditional,0,68.93617021
6105886,2022,Garvey Elementary,Bitely (Arlene) Elementary,Elementary Schools (Public),Traditional,0,68.93424036
0111203,2022,South Bay Union Elementary,Alder Grove Charter School 2,K-12 Schools (Public),Traditional,0,68.92778993
6022214,2021,Rowland Unified,Alvarado Intermediate,Intermediate/Middle Schools (Public),Traditional,0,68.92655367
6022362,2022,Rowland Unified,Shelyn Elementary,Elementary Schools (Public),Traditional,0,68.92523364
1935246,2023,Hacienda la Puente Unified,Los Altos High,High Schools (Public),Traditional,0,68.91457932
6019038,2023,Los Angeles Unified,San Jose Street Elementary,Elementary Schools (Public),Traditional,0,68.91271057
3631066,2023,Bear Valley Unified,Big Bear High,High Schools (Public),Traditional,0,68.91025641
0114439,2023,William S. Hart Union High,Mission View Public,K-12 Schools (Public),Traditional,1,68.90756303
6029177,2022,Magnolia Elementary,Dr. Peter Marshall,Elementary Schools (Public),Traditional,0,68.90156919
6054563,2021,Visalia Unified,Elbow Creek Elementary,Elementary Schools (Public),Traditional,0,68.90130354
6013981,2019,Hawthorne,Ramona,Elementary Schools (Public),Traditional,0,68.9
